client_id,unit_of_measure,kzex3,kzex6,andec,kzkeh,kzwob,kz1eh,kz2eh,dimid,zaehl,nennr,exp10,addko,expon,decan,isocode,primary,temp_value,temp_unit,famunit,press_val,press_unit,operation_flag,is_deleted,record_timestamp
1,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,lbg,X,X,,,,,,DENSI,119826420,1,-6.0,,,,GE,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,lbg,X,X,,,,,,DENSI,119826420,1,-6.0,,,,GE,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,lbg,X,X,,,,,,DENSI,119826420,1,-6.0,,,,GE,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
